0	1247.55327
3.023372006	1247.6387
6.016330653	1247.64223
9.020869519	1247.62951
12.06674779	1247.57142
15.05154922	1247.53302
18.12342756	1247.49968
21.010993	1247.48428
24.07697858	1247.43172
27.0358471	1247.27138
30.06325699	1247.01755
33.0232021	1246.7978
36.14867779	1246.55438
39.11106121	1246.5362
42.14335307	1246.42651
45.17681294	1246.41423
48.20585644	1246.33389
51.22195639	1246.36746
54.21298725	1246.36351
57.18428023	1246.41052
60.21896809	1246.33172
63.23687843	1246.40159
66.26428127	1246.58465
69.33031841	1246.95521
72.3078015	1247.18849
75.29730092	1247.50023
78.31181184	1247.73048
81.30295046	1247.99946
84.36382517	1248.15415
87.32152031	1248.35769
90.35073911	1248.34807
93.3422518	1248.29851
96.37204672	1248.23865
99.36281595	1248.16945
102.4113729	1248.1558
105.4144874	1248.11015
108.4411533	1248.1949
111.4389999	1248.33323
114.4414972	1248.48637
117.4340964	1248.27365
120.4608569	1248.1708
123.4573009	1248.24746
126.1054725	1248.29507
129.4444369	1248.38183
132.4973692	1248.45798
135.5007871	1248.47571
138.5075236	1248.59713
141.526238	1248.7048
144.5744986	1248.85905
147.5925816	1248.91961
150.5846849	1249.09476
153.5701805	1249.24887
156.5662326	1249.30793
159.5955915	1249.33709
162.6214274	1249.42596
165.641469	1249.46693
168.6941624	1249.49558
171.6765639	1249.32539
174.730026	1249.20701
177.6998699	1249.12404
180.7091845	1248.99023
183.702238	1249.0863
186.7465148	1249.13586
189.739519	1249.24935
192.7509099	1249.28478
195.7499266	1249.46998
198.7646388	1249.50031
201.7775033	1249.56804
204.7738065	1249.60394
207.7864042	1249.78055
210.7780925	1249.88415
213.8323739	1249.91929
216.9160387	1249.96717
219.7699299	1250.01919
222.7914647	1250.01349
225.8421845	1250.16003
228.8321287	1250.20271
231.8691076	1250.33404
234.8706801	1250.37727
237.8765937	1250.5079
240.8900187	1250.60871
